"","Country","Year","fertility","life","population","child_mortality","gdp","region"
"2426","Djibouti",1989,6.142,56.488,534862,122,3165,"Middle East & North Africa"
"2427","Djibouti",1990,6.087,56.678,562290,119.4,3050,"Middle East & North Africa"
"2428","Djibouti",1991,6,56.831,581641,117,2811,"Middle East & North Africa"
"2429","Djibouti",1992,5.879,56.943,594437,115,2736,"Middle East & North Africa"
"2430","Djibouti",1993,5.727,57.017,603534,113.2,2505,"Middle East & North Africa"
"2431","Djibouti",1994,5.548,57.056,613219,111.5,2440,"Middle East & North Africa"
"2432","Djibouti",1995,5.352,57.066,626537,110.2,2315,"Middle East & North Africa"
"2433","Djibouti",1996,5.148,57.05,644434,108.5,2181,"Middle East & North Africa"
"2434","Djibouti",1997,4.95,57.023,665755,106.8,2127,"Middle East & North Africa"
"2435","Djibouti",1998,4.768,56.999,688940,104.9,2092,"Middle East & North Africa"
"2436","Djibouti",1999,4.607,56.993,711573,102.9,2103,"Middle East & North Africa"
"2437","Djibouti",2000,4.469,57.023,731930,100.8,2079,"Middle East & North Africa"
"2438","Djibouti",2001,4.353,57.101,749604,98.4,2090,"Middle East & North Africa"
"2439","Djibouti",2002,4.253,57.234,765283,96,2114,"Middle East & North Africa"
"2440","Djibouti",2003,4.16,57.425,779640,93.5,2150,"Middle East & North Africa"
"2441","Djibouti",2004,4.074,57.678,793738,91,2202,"Middle East & North Africa"
"2442","Djibouti",2005,3.991,57.996,808367,88.5,2240,"Middle East & North Africa"
"2443","Djibouti",2006,3.911,58.38,823682,86,2315,"Middle East & North Africa"
"2444","Djibouti",2007,3.832,58.816,839453,83.5,2399,"Middle East & North Africa"
"2445","Djibouti",2008,3.755,59.292,855636,81,2502,"Middle East & North Africa"
"2446","Djibouti",2009,3.679,59.794,872090,78.5,2590,"Middle East & North Africa"
"2447","Djibouti",2010,3.604,60.307,888716,76.1,2665,"Middle East & North Africa"
"2448","Djibouti",2011,3.53,60.819,905564,73.9,2767,"Middle East & North Africa"
"2449","Djibouti",2012,3.457,61.319,922708,71.7,2807,"Middle East & North Africa"
"2450","Djibouti",2013,3.387,61.801,940090,69.5,2903,"Middle East & North Africa"
"2451","Dominican Rep.",1964,7.187,54.633,3772937,17.5,9199.79,"America"
"2452","Dominican Rep.",1965,7.054,55.31,3893484,17.5,9199.79,"America"
"2453","Dominican Rep.",1966,6.904,55.973,4015213,17.5,9199.79,"America"
"2454","Dominican Rep.",1967,6.739,56.623,4137994,17.5,9199.79,"America"
"2455","Dominican Rep.",1968,6.562,57.256,4261702,17.5,9199.79,"America"
"2456","Dominican Rep.",1969,6.376,57.872,4386255,17.5,9199.79,"America"
"2457","Dominican Rep.",1970,6.182,58.465,4511577,17.5,9199.79,"America"
"2458","Dominican Rep.",1971,5.983,59.03,4637627,17.5,9199.79,"America"
"2459","Dominican Rep.",1972,5.782,59.565,4764319,17.5,9199.79,"America"
"2460","Dominican Rep.",1973,5.58,60.069,4891500,17.5,9199.79,"America"
"2461","Dominican Rep.",1974,5.383,60.545,5019002,17.5,9199.79,"America"
"2462","Dominican Rep.",1975,5.193,60.992,5146742,17.5,9199.79,"America"
"2463","Dominican Rep.",1976,5.014,61.412,5274591,17.5,9199.79,"America"
"2464","Dominican Rep.",1977,4.848,61.811,5402683,17.5,9199.79,"America"
"2465","Dominican Rep.",1978,4.693,62.198,5531528,17.5,9199.79,"America"
"2466","Dominican Rep.",1979,4.552,62.581,5661827,17.5,9199.79,"America"
"2467","Dominican Rep.",1980,4.422,62.97,5794074,17.5,9199.79,"America"
"2468","Dominican Rep.",1981,4.302,63.373,5928429,17.5,9199.79,"America"
"2469","Dominican Rep.",1982,4.19,63.795,6064722,17.5,9199.79,"America"
"2470","Dominican Rep.",1983,4.082,64.239,6202698,17.5,9199.79,"America"
"2471","Dominican Rep.",1984,3.978,64.706,6341950,17.5,9199.79,"America"
"2472","Dominican Rep.",1985,3.878,65.199,6482152,17.5,9199.79,"America"
"2473","Dominican Rep.",1986,3.783,65.719,6623094,17.5,9199.79,"America"
"2474","Dominican Rep.",1987,3.695,66.258,6764750,17.5,9199.79,"America"
"2475","Dominican Rep.",1988,3.613,66.803,6907171,17.5,9199.79,"America"
"2476","Dominican Rep.",1989,3.537,67.342,7050480,17.5,9199.79,"America"
"2477","Dominican Rep.",1990,3.466,67.856,7194666,17.5,9199.79,"America"
"2478","Dominican Rep.",1991,3.397,68.325,7339826,17.5,9199.79,"America"
"2479","Dominican Rep.",1992,3.33,68.738,7485619,17.5,9199.79,"America"
"2480","Dominican Rep.",1993,3.262,69.092,7631076,17.5,9199.79,"America"
"2481","Dominican Rep.",1994,3.195,69.385,7774932,17.5,9199.79,"America"
"2482","Dominican Rep.",1995,3.13,69.625,7916309,17.5,9199.79,"America"
"2483","Dominican Rep.",1996,3.069,69.825,8054768,17.5,9199.79,"America"
"2484","Dominican Rep.",1997,3.014,70.004,8190620,17.5,9199.79,"America"
"2485","Dominican Rep.",1998,2.966,70.179,8324680,17.5,9199.79,"America"
"2486","Dominican Rep.",1999,2.926,70.36,8458164,17.5,9199.79,"America"
"2487","Dominican Rep.",2000,2.892,70.553,8591967,17.5,9199.79,"America"
"2488","Dominican Rep.",2001,2.863,70.759,8726256,17.5,9199.79,"America"
"2489","Dominican Rep.",2002,2.836,70.971,8860760,17.5,9199.79,"America"
"2490","Dominican Rep.",2003,2.809,71.185,8995398,17.5,9199.79,"America"
"2491","Dominican Rep.",2004,2.781,71.401,9129965,17.5,9199.79,"America"
"2492","Dominican Rep.",2005,2.751,71.619,9264267,17.5,9199.79,"America"
"2493","Dominican Rep.",2006,2.719,71.84,9398285,17.5,9199.79,"America"
"2494","Dominican Rep.",2007,2.686,72.062,9531954,17.5,9199.79,"America"
"2495","Dominican Rep.",2008,2.652,72.286,9664948,17.5,9199.79,"America"
"2496","Dominican Rep.",2009,2.618,72.51,9796852,17.5,9199.79,"America"
"2497","Dominican Rep.",2010,2.584,72.734,9927320,17.5,9199.79,"America"
"2498","Dominican Rep.",2011,2.551,72.958,10056181,17.5,9199.79,"America"
"2499","Dominican Rep.",2012,2.517,73.181,10183339,17.5,9199.79,"America"
"2500","Dominican Rep.",2013,2.484,73.402,10308609,17.5,9199.79,"America"
"2501","Ecuador",1964,6.589,55.404,4994917,159.9,4786,"America"
"2502","Ecuador",1965,6.545,55.843,5146294,155.6,5108,"America"
"2503","Ecuador",1966,6.488,56.242,5302370,151.8,5102,"America"
"2504","Ecuador",1967,6.418,56.622,5463176,148.2,5226,"America"
"2505","Ecuador",1968,6.335,57,5628565,144.9,5364,"America"
"2506","Ecuador",1969,6.238,57.387,5798368,141.4,5501,"America"
"2507","Ecuador",1970,6.128,57.791,5972464,138,5723,"America"
"2508","Ecuador",1971,6.005,58.213,6150690,134.3,5866,"America"
"2509","Ecuador",1972,5.874,58.652,6333049,130.3,6035,"America"
"2510","Ecuador",1973,5.736,59.107,6519792,126,6580,"America"
"2511","Ecuador",1974,5.593,59.58,6711284,121.3,6752,"America"
"2512","Ecuador",1975,5.449,60.075,6907740,116.6,6891,"America"
"2513","Ecuador",1976,5.304,60.598,7109119,111.8,7330,"America"
"2514","Ecuador",1977,5.159,61.147,7315156,107.2,7560,"America"
"2515","Ecuador",1978,5.015,61.72,7525548,102.6,7844,"America"
"2516","Ecuador",1979,4.875,62.315,7739894,98.3,8023,"America"
"2517","Ecuador",1980,4.742,62.927,7957811,93.9,8145,"America"
"2518","Ecuador",1981,4.618,63.553,8178948,89.5,8231,"America"
"2519","Ecuador",1982,4.505,64.186,8403034,85,8083,"America"
"2520","Ecuador",1983,4.401,64.82,8629832,80.7,7689,"America"
"2521","Ecuador",1984,4.306,65.448,8859125,76.6,7777,"America"
"2522","Ecuador",1985,4.217,66.063,9090592,72.7,7880,"America"
"2523","Ecuador",1986,4.131,66.659,9323745,69.1,7887,"America"
"2524","Ecuador",1987,4.044,67.235,9557974,65.7,7189,"America"
"2525","Ecuador",1988,3.955,67.791,9792658,62.6,7739,"America"
"2526","Ecuador",1989,3.861,68.325,10027109,59.7,7540,"America"
"2527","Ecuador",1990,3.765,68.839,10260587,56.9,7542,"America"
"2528","Ecuador",1991,3.669,69.336,10493498,54.1,7685,"America"
"2529","Ecuador",1992,3.576,69.822,10725281,51.5,7672,"America"
"2530","Ecuador",1993,3.488,70.298,10953182,48.8,7652,"America"
"2531","Ecuador",1994,3.407,70.766,11173647,46.3,7805,"America"
"2532","Ecuador",1995,3.335,71.226,11384506,43.9,7811,"America"
"2533","Ecuador",1996,3.27,71.681,11584074,41.6,7781,"America"
"2534","Ecuador",1997,3.213,72.127,11774005,39.6,7951,"America"
"2535","Ecuador",1998,3.161,72.558,11959586,37.7,8045,"America"
"2536","Ecuador",1999,3.113,72.971,12148188,35.9,7511,"America"
"2537","Ecuador",2000,3.068,73.353,12345023,34.4,7444,"America"
"2538","Ecuador",2001,3.025,73.693,12552036,33.1,7593,"America"
"2539","Ecuador",2002,2.983,73.985,12767415,31.9,7753,"America"
"2540","Ecuador",2003,2.94,74.233,12987992,30.9,7814,"America"
"2541","Ecuador",2004,2.897,74.441,13208869,30,8300,"America"
"2542","Ecuador",2005,2.853,74.622,13426402,29.1,8582,"America"
"2543","Ecuador",2006,2.81,74.794,13639708,28.3,8802,"America"
"2544","Ecuador",2007,2.768,74.973,13849721,27.5,8840,"America"
"2545","Ecuador",2008,2.728,75.172,14056740,26.8,9244,"America"
"2546","Ecuador",2009,2.69,75.396,14261566,26,9143,"America"
"2547","Ecuador",2010,2.655,75.647,14464739,25.2,9311,"America"
"2548","Ecuador",2011,2.622,75.917,14666055,24.5,9882,"America"
"2549","Ecuador",2012,2.59,76.195,14864987,23.7,10233,"America"
"2550","Ecuador",2013,2.559,76.471,15061398,23,10541,"America"
"2551","Egypt",1964,6.471,50.133,30970067,274.8,2443,"Middle East & North Africa"
"2552","Egypt",1965,6.405,50.578,31771227,266.9,2509,"Middle East & North Africa"
"2553","Egypt",1966,6.327,50.977,32586961,260.3,2447,"Middle East & North Africa"
"2554","Egypt",1967,6.238,51.325,33415926,254.8,2377,"Middle East & North Africa"
"2555","Egypt",1968,6.141,51.625,34252634,250.2,2460,"Middle East & North Africa"
"2556","Egypt",1969,6.04,51.898,35089893,246.4,2614,"Middle East & North Africa"
"2557","Egypt",1970,5.94,52.179,35923283,242.9,3055,"Middle East & North Africa"
"2558","Egypt",1971,5.846,52.512,36751162,239.4,3090,"Middle East & North Africa"
"2559","Egypt",1972,5.763,52.926,37577248,235.2,3140,"Middle East & North Africa"
"2560","Egypt",1973,5.692,53.44,38409289,229.7,3095,"Middle East & North Africa"
"2561","Egypt",1974,5.633,54.052,39258086,222.9,3105,"Middle East & North Africa"
"2562","Egypt",1975,5.585,54.749,40132189,214.7,3193,"Middle East & North Africa"
"2563","Egypt",1976,5.545,55.496,41033408,205.7,3552,"Middle East & North Africa"
"2564","Egypt",1977,5.507,56.254,41961731,196.2,3745,"Middle East & North Africa"
"2565","Egypt",1978,5.465,56.99,42921556,186.6,3953,"Middle East & North Africa"
"2566","Egypt",1979,5.418,57.692,43917526,177,4262,"Middle East & North Africa"
"2567","Egypt",1980,5.366,58.365,44952497,167.6,4580,"Middle East & North Africa"
"2568","Egypt",1981,5.31,59.028,46025305,158.1,4553,"Middle East & North Africa"
"2569","Egypt",1982,5.251,59.705,47133557,148.4,4757,"Middle East & North Africa"
"2570","Egypt",1983,5.189,60.406,48276547,138.5,5044,"Middle East & North Africa"
"2571","Egypt",1984,5.123,61.124,49453054,128.5,5303,"Middle East & North Africa"
"2572","Egypt",1985,5.045,61.838,50659625,118.8,5539,"Middle East & North Africa"
"2573","Egypt",1986,4.947,62.518,51899728,110.1,5658,"Middle East & North Africa"
"2574","Egypt",1987,4.827,63.141,53166492,102.5,5774,"Middle East & North Africa"
"2575","Egypt",1988,4.684,63.692,54433720,96,5886,"Middle East & North Africa"
"2576","Egypt",1989,4.522,64.173,55667119,90.6,5933,"Middle East & North Africa"
"2577","Egypt",1990,4.35,64.601,56843275,85.9,6020,"Middle East & North Africa"
"2578","Egypt",1991,4.179,65.007,57952386,81.7,5974,"Middle East & North Africa"
"2579","Egypt",1992,4.018,65.42,59004372,77.5,6134,"Middle East & North Africa"
"2580","Egypt",1993,3.876,65.859,60020423,73.3,6212,"Middle East & North Africa"
"2581","Egypt",1994,3.757,66.326,61032081,68.9,6360,"Middle East & North Africa"
"2582","Egypt",1995,3.659,66.806,62063810,64.6,6553,"Middle East & North Africa"
"2583","Egypt",1996,3.579,67.277,63120498,60.4,6774,"Middle East & North Africa"
"2584","Egypt",1997,3.508,67.708,64199588,56.5,7036,"Middle East & North Africa"
"2585","Egypt",1998,3.44,68.079,65309201,52.8,7207,"Middle East & North Africa"
"2586","Egypt",1999,3.372,68.387,66457136,49.5,7528,"Middle East & North Africa"
"2587","Egypt",2000,3.306,68.632,67648419,46.5,7807,"Middle East & North Africa"
"2588","Egypt",2001,3.242,68.826,68888032,43.8,7955,"Middle East & North Africa"
"2589","Egypt",2002,3.184,68.99,70174632,41.4,8013,"Middle East & North Africa"
"2590","Egypt",2003,3.134,69.144,71498433,39.2,8134,"Middle East & North Africa"
"2591","Egypt",2004,3.091,69.299,72844998,37.3,8328,"Middle East & North Africa"
"2592","Egypt",2005,3.053,69.464,74203215,35.6,8556,"Middle East & North Africa"
"2593","Egypt",2006,3.02,69.645,75568453,34.1,8990,"Middle East & North Africa"
"2594","Egypt",2007,2.987,69.838,76941572,32.7,9467,"Middle East & North Africa"
"2595","Egypt",2008,2.954,70.042,78323298,31.4,9974,"Middle East & North Africa"
"2596","Egypt",2009,2.919,70.256,79716203,30.2,10267,"Middle East & North Africa"
"2597","Egypt",2010,2.883,70.478,81121077,29,10615,"Middle East & North Africa"
"2598","Egypt",2011,2.845,70.705,82536770,27.9,10629,"Middle East & North Africa"
"2599","Egypt",2012,2.807,70.933,83958369,26.8,10683,"Middle East & North Africa"
"2600","Egypt",2013,2.77,71.157,85378440,25.8,10731,"Middle East & North Africa"
"2601","El Salvador",1964,6.699,53.953,3146076,172.7,4585,"America"
"2602","El Salvador",1965,6.643,54.499,3244774,169.5,4671,"America"
"2603","El Salvador",1966,6.571,54.995,3342957,166.4,4819,"America"
"2604","El Salvador",1967,6.487,55.442,3440705,163.5,4906,"America"
"2605","El Salvador",1968,6.396,55.844,3538389,160.7,4882,"America"
"2606","El Salvador",1969,6.3,56.198,3636782,158,4863,"America"
"2607","El Salvador",1970,6.203,56.498,3736311,155.1,4810,"America"
"2608","El Salvador",1971,6.106,56.738,3836884,152.1,4878,"America"
"2609","El Salvador",1972,6.01,56.917,3937757,148.9,5033,"America"
"2610","El Salvador",1973,5.914,57.037,4037935,145.5,5119,"America"
"2611","El Salvador",1974,5.817,57.106,4136133,141.7,5312,"America"
"2612","El Salvador",1975,5.718,57.111,4231358,137.4,5448,"America"
"2613","El Salvador",1976,5.615,57.038,4323383,132.7,5498,"America"
"2614","El Salvador",1977,5.506,56.9,4412237,127.8,5659,"America"
"2615","El Salvador",1978,5.389,56.731,4497535,122.4,5867,"America"
"2616","El Salvador",1979,5.266,56.579,4578922,116.7,5618,"America"
"2617","El Salvador",1980,5.137,56.525,4656263,110.7,5064,"America"
"2618","El Salvador",1981,5.004,56.657,4729467,104.5,4692,"America"
"2619","El Salvador",1982,4.87,57.025,4798918,98.2,4463,"America"
"2620","El Salvador",1983,4.738,57.651,4865611,92,4436,"America"
"2621","El Salvador",1984,4.609,58.527,4930893,86,4459,"America"
"2622","El Salvador",1985,4.485,59.625,4995888,80.4,4478,"America"
"2623","El Salvador",1986,4.367,60.892,5060307,75.2,4434,"America"
"2624","El Salvador",1987,4.255,62.234,5124240,70.6,4457,"America"
"2625","El Salvador",1988,4.148,63.559,5189565,66.5,4449,"America"
"2626","El Salvador",1989,4.047,64.804,5258654,62.8,4408,"America"
"2627","El Salvador",1990,3.951,65.908,5332842,59.4,4454,"America"
"2628","El Salvador",1991,3.862,66.828,5413269,56.3,4545,"America"
"2629","El Salvador",1992,3.777,67.572,5498489,53.2,4811,"America"
"2630","El Salvador",1993,3.695,68.158,5584047,50.3,5086,"America"
"2631","El Salvador",1994,3.614,68.591,5663820,47.4,5318,"America"
"2632","El Salvador",1995,3.529,68.893,5733401,44.5,5589,"America"
"2633","El Salvador",1996,3.432,69.097,5791403,41.7,5626,"America"
"2634","El Salvador",1997,3.323,69.249,5839103,39.1,5817,"America"
"2635","El Salvador",1998,3.201,69.389,5878097,36.6,5994,"America"
"2636","El Salvador",1999,3.07,69.539,5911094,34.4,6165,"America"
"2637","El Salvador",2000,2.934,69.715,5940305,32.4,6266,"America"
"2638","El Salvador",2001,2.803,69.917,5966027,30.6,6345,"America"
"2639","El Salvador",2002,2.683,70.127,5988233,29,6469,"America"
"2640","El Salvador",2003,2.58,70.335,6008523,27.5,6595,"America"
"2641","El Salvador",2004,2.496,70.543,6028792,26.1,6693,"America"
"2642","El Salvador",2005,2.433,70.752,6050513,24.8,6907,"America"
"2643","El Salvador",2006,2.386,70.965,6074487,23.6,7148,"America"
"2644","El Salvador",2007,2.35,71.184,6100868,22.6,7391,"America"
"2645","El Salvador",2008,2.319,71.41,6129628,21.6,7450,"America"
"2646","El Salvador",2009,2.291,71.643,6160423,20.8,7180,"America"
"2647","El Salvador",2010,2.263,71.88,6192993,20,7237,"America"
"2648","El Salvador",2011,2.236,72.12,6227491,19.3,7352,"America"
"2649","El Salvador",2012,2.209,72.361,6264129,18.6,7442,"America"
"2650","El Salvador",2013,2.184,72.599,6302723,18,7515,"America"
"2651","Equatorial Guinea",1964,5.57,37.944,264745,274.46,1041,"Sub-Saharan Africa"
"2652","Equatorial Guinea",1965,5.595,38.245,269429,268.37,1169,"Sub-Saharan Africa"
"2653","Equatorial Guinea",1966,5.619,38.546,275472,262.28,1203,"Sub-Saharan Africa"
"2654","Equatorial Guinea",1967,5.64,38.847,282446,256.16,1268,"Sub-Saharan Africa"
"2655","Equatorial Guinea",1968,5.658,39.149,288703,250.41,1296,"Sub-Saharan Africa"
"2656","Equatorial Guinea",1969,5.671,39.451,292015,244.21,1242,"Sub-Saharan Africa"
"2657","Equatorial Guinea",1970,5.678,39.753,290907,239.18,1193,"Sub-Saharan Africa"
"2658","Equatorial Guinea",1971,5.681,40.053,284913,234.51,1081,"Sub-Saharan Africa"
"2659","Equatorial Guinea",1972,5.68,40.352,274893,230.18,933,"Sub-Saharan Africa"
"2660","Equatorial Guinea",1973,5.677,40.65,262377,229.33,971,"Sub-Saharan Africa"
"2661","Equatorial Guinea",1974,5.675,40.949,249569,228.48,1029,"Sub-Saharan Africa"
"2662","Equatorial Guinea",1975,5.674,41.254,238240,227.64,1181,"Sub-Saharan Africa"
"2663","Equatorial Guinea",1976,5.676,41.569,228534,226.79,1325,"Sub-Saharan Africa"
"2664","Equatorial Guinea",1977,5.682,41.896,220448,225.95,1331,"Sub-Saharan Africa"
"2665","Equatorial Guinea",1978,5.693,42.237,215415,225.12,1436,"Sub-Saharan Africa"
"2666","Equatorial Guinea",1979,5.708,42.59,215116,224.28,1407,"Sub-Saharan Africa"
"2667","Equatorial Guinea",1980,5.728,42.953,220582,234.78,1349,"Sub-Saharan Africa"
"2668","Equatorial Guinea",1981,5.751,43.323,232676,228.74,1301,"Sub-Saharan Africa"
"2669","Equatorial Guinea",1982,5.776,43.696,250712,221.8,1290,"Sub-Saharan Africa"
"2670","Equatorial Guinea",1983,5.802,44.065,272217,217.5,1248,"Sub-Saharan Africa"
"2671","Equatorial Guinea",1984,5.826,44.429,293701,213.1,1169,"Sub-Saharan Africa"
"2672","Equatorial Guinea",1985,5.848,44.787,312634,209.1,1240,"Sub-Saharan Africa"
"2673","Equatorial Guinea",1986,5.866,45.145,328119,205.1,1154,"Sub-Saharan Africa"
"2674","Equatorial Guinea",1987,5.881,45.501,340825,201.4,1161,"Sub-Saharan Africa"
"2675","Equatorial Guinea",1988,5.891,45.855,351694,197.5,1155,"Sub-Saharan Africa"
"2676","Equatorial Guinea",1989,5.897,46.2,362325,193.6,1108,"Sub-Saharan Africa"
"2677","Equatorial Guinea",1990,5.9,46.526,373887,189.5,1050,"Sub-Saharan Africa"
"2678","Equatorial Guinea",1991,5.901,46.822,386536,185.8,1005,"Sub-Saharan Africa"
"2679","Equatorial Guinea",1992,5.902,47.079,399843,182,1310,"Sub-Saharan Africa"
"2680","Equatorial Guinea",1993,5.902,47.293,413730,178.3,1406,"Sub-Saharan Africa"
"2681","Equatorial Guinea",1994,5.901,47.464,428005,174.6,1586,"Sub-Saharan Africa"
"2682","Equatorial Guinea",1995,5.897,47.586,442527,171.2,1803,"Sub-Saharan Africa"
"2683","Equatorial Guinea",1996,5.888,47.656,457321,167.6,2907,"Sub-Saharan Africa"
"2684","Equatorial Guinea",1997,5.872,47.686,472486,163.9,7037,"Sub-Saharan Africa"
"2685","Equatorial Guinea",1998,5.847,47.694,488039,160.1,8437,"Sub-Saharan Africa"
"2686","Equatorial Guinea",1999,5.814,47.698,504001,156.1,10273,"Sub-Saharan Africa"
"2687","Equatorial Guinea",2000,5.773,47.723,520380,152.1,11768,"Sub-Saharan Africa"
"2688","Equatorial Guinea",2001,5.727,47.796,537195,147.9,18637,"Sub-Saharan Africa"
"2689","Equatorial Guinea",2002,5.678,47.934,554429,143.8,21586,"Sub-Saharan Africa"
"2690","Equatorial Guinea",2003,5.627,48.147,571999,139.6,23856,"Sub-Saharan Africa"
"2691","Equatorial Guinea",2004,5.574,48.442,589794,135.4,31942,"Sub-Saharan Africa"
"2692","Equatorial Guinea",2005,5.518,48.822,607739,131.2,36200,"Sub-Saharan Africa"
"2693","Equatorial Guinea",2006,5.457,49.28,625777,126.9,33468,"Sub-Saharan Africa"
"2694","Equatorial Guinea",2007,5.39,49.796,643936,122.7,36788,"Sub-Saharan Africa"
"2695","Equatorial Guinea",2008,5.314,50.347,662327,118.4,40143,"Sub-Saharan Africa"
"2696","Equatorial Guinea",2009,5.231,50.915,681115,114.6,35880,"Sub-Saharan Africa"
"2697","Equatorial Guinea",2010,5.14,51.483,700401,110.9,34431,"Sub-Saharan Africa"
"2698","Equatorial Guinea",2011,5.044,52.034,720213,107.3,35150,"Sub-Saharan Africa"
"2699","Equatorial Guinea",2012,4.945,52.562,740471,103.7,35282,"Sub-Saharan Africa"
"2700","Equatorial Guinea",2013,4.845,53.062,761050,100.3,32654,"Sub-Saharan Africa"
"2701","Eritrea",1964,6.778,38.42,1577613,259.26,937,"Sub-Saharan Africa"
"2702","Eritrea",1965,6.752,38.731,1619301,251.59,974,"Sub-Saharan Africa"
"2703","Eritrea",1966,6.728,39.064,1662247,244.15,998,"Sub-Saharan Africa"
"2704","Eritrea",1967,6.706,39.416,1706539,236.92,1039,"Sub-Saharan Africa"
"2705","Eritrea",1968,6.686,39.781,1752123,229.91,1068,"Sub-Saharan Africa"
"2706","Eritrea",1969,6.667,40.154,1798934,223.11,1080,"Sub-Saharan Africa"
"2707","Eritrea",1970,6.65,40.529,1847000,221.4,1037,"Sub-Saharan Africa"
"2708","Eritrea",1971,6.637,40.9,1896028,219.48,1054,"Sub-Saharan Africa"
"2709","Eritrea",1972,6.626,41.26,1946213,217.66,1068,"Sub-Saharan Africa"
"2710","Eritrea",1973,6.619,41.605,1998632,215.54,1061,"Sub-Saharan Africa"
"2711","Eritrea",1974,6.615,41.932,2054727,213.1,1035,"Sub-Saharan Africa"
"2712","Eritrea",1975,6.614,42.231,2115400,208.8,965,"Sub-Saharan Africa"
"2713","Eritrea",1976,6.616,42.495,2181178,204.7,948,"Sub-Saharan Africa"
"2714","Eritrea",1977,6.619,42.727,2251397,200.8,931,"Sub-Saharan Africa"
"2715","Eritrea",1978,6.623,42.936,2324290,197.1,864,"Sub-Saharan Africa"
"2716","Eritrea",1979,6.627,43.135,2397387,193.9,940,"Sub-Saharan Africa"
"2717","Eritrea",1980,6.628,43.34,2468902,191,942,"Sub-Saharan Africa"
"2718","Eritrea",1981,6.625,43.57,2537333,188.2,943,"Sub-Saharan Africa"
"2719","Eritrea",1982,6.618,43.841,2602966,185.3,925,"Sub-Saharan Africa"
"2720","Eritrea",1983,6.607,44.168,2667868,182.3,966,"Sub-Saharan Africa"
"2721","Eritrea",1984,6.591,44.561,2735121,179.1,913,"Sub-Saharan Africa"
"2722","Eritrea",1985,6.572,45.026,2806456,175.7,783,"Sub-Saharan Africa"
"2723","Eritrea",1986,6.553,45.564,2884388,171.8,831,"Sub-Saharan Africa"
"2724","Eritrea",1987,6.535,46.164,2967048,167.5,915,"Sub-Saharan Africa"
"2725","Eritrea",1988,6.519,46.815,3046674,162.7,891,"Sub-Saharan Africa"
"2726","Eritrea",1989,6.504,47.51,3112654,157.3,858,"Sub-Saharan Africa"
"2727","Eritrea",1990,6.488,48.249,3158295,151.4,850,"Sub-Saharan Africa"
"2728","Eritrea",1991,6.467,49.036,3180430,145,939,"Sub-Saharan Africa"
"2729","Eritrea",1992,6.438,49.865,3184019,138.2,1040,"Sub-Saharan Africa"
"2730","Eritrea",1993,6.4,50.724,3180541,131.2,1175,"Sub-Saharan Africa"
"2731","Eritrea",1994,6.351,51.597,3186063,124.1,1416,"Sub-Saharan Africa"
"2732","Eritrea",1995,6.293,52.463,3212503,117.3,1438,"Sub-Saharan Africa"
"2733","Eritrea",1996,6.228,53.3,3263016,110.8,1542,"Sub-Saharan Africa"
"2734","Eritrea",1997,6.159,54.093,3335157,104.8,1623,"Sub-Saharan Africa"
"2735","Eritrea",1998,6.088,54.833,3428264,99.2,1603,"Sub-Saharan Africa"
"2736","Eritrea",1999,6.015,55.512,3539885,94,1550,"Sub-Saharan Africa"
"2737","Eritrea",2000,5.94,56.131,3667576,89.1,1446,"Sub-Saharan Africa"
"2738","Eritrea",2001,5.86,56.695,3812473,84.6,1511,"Sub-Saharan Africa"
"2739","Eritrea",2002,5.774,57.223,3973973,80.4,1491,"Sub-Saharan Africa"
"2740","Eritrea",2003,5.681,57.731,4145500,76.5,1389,"Sub-Saharan Africa"
"2741","Eritrea",2004,5.582,58.227,4318343,72.9,1351,"Sub-Saharan Africa"
"2742","Eritrea",2005,5.478,58.723,4486155,69.5,1332,"Sub-Saharan Africa"
"2743","Eritrea",2006,5.372,59.222,4645837,66.3,1272,"Sub-Saharan Africa"
"2744","Eritrea",2007,5.266,59.727,4798561,63.2,1246,"Sub-Saharan Africa"
"2745","Eritrea",2008,5.163,60.236,4947521,60.4,1088,"Sub-Saharan Africa"
"2746","Eritrea",2009,5.063,60.752,5097998,57.9,1095,"Sub-Saharan Africa"
"2747","Eritrea",2010,4.968,61.275,5253676,55.6,1083,"Sub-Saharan Africa"
"2748","Eritrea",2011,4.875,61.802,5415280,53.5,1139,"Sub-Saharan Africa"
"2749","Eritrea",2012,4.785,62.329,5580862,51.6,1180,"Sub-Saharan Africa"
"2750","Eritrea",2013,4.696,62.852,5748304,49.7,1157,"Sub-Saharan Africa"
"2751","Estonia",1964,1.953,70.64,1275487,36.22,7728,"Europe & Central Asia"
"2752","Estonia",1965,1.967,70.71,1290996,29.98,8069,"Europe & Central Asia"
"2753","Estonia",1966,1.987,70.68,1306197,28.76,8368,"Europe & Central Asia"
"2754","Estonia",1967,2.012,70.97,1321132,27.82,8647,"Europe & Central Asia"
"2755","Estonia",1968,2.041,70.59,1335846,28,9066,"Europe & Central Asia"
"2756","Estonia",1969,2.07,70.28,1350454,25.93,9109,"Europe & Central Asia"
"2757","Estonia",1970,2.097,70.39,1365002,27.16,9721,"Europe & Central Asia"
"2758","Estonia",1971,2.118,70.59,1379574,26.31,9885,"Europe & Central Asia"
"2759","Estonia",1972,2.129,70.35,1394029,24.14,9844,"Europe & Central Asia"
